date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:44	4976/4976	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Sep%202021%2012:52:11%20GMT	https://lojademo.meucatalogodigital.com/owl-carousel/assets/owl.video.play.png	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/owl-carousel/assets/owl.video.play.png	(from https://lojademo.meucatalogodigital.com/owl-carousel/assets/owl.carousel.css)
19:47:44	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:44%20GMT	https://lojademo.meucatalogodigital.com/lojademo/c	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/c	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:45	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:45%20GMT	https://lojademo.meucatalogodigital.com/lojademo/b	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/b	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:45	261/261	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:45%20GMT	https://lojademo.meucatalogodigital.com/lojademo/c/	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/c/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:45	261/261	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:45%20GMT	https://lojademo.meucatalogodigital.com/lojademo/b/	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/b/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:45	262/262	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:45%20GMT	https://lojademo.meucatalogodigital.com/lojademo/POST	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/POST.35.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:45	261/261	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:45%20GMT	https://lojademo.meucatalogodigital.com/lojademo/POST/	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/POST/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:47:46	12993/12993	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2022:47:46%20GMT	https://lojademo.meucatalogodigital.com/lojademo/finalizar-pedido/	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/finalizar-pedido/index.html	(from https://lojademo.meucatalogodigital.com/lojademo/carrinho/)
19:47:47	112155/112155	---M--	200	added ('OK')	image/jpeg	etag:%22267319ec62f4af864c93503100e6a184%22	https://cdn.meucatalogodigital.com/lojademo/1005231-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/1005231-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/591356/)
19:47:47	30495/30495	---M--	200	added ('OK')	image/jpg	etag:%22dc10e93baf3e214880b0854238f63e80%22	https://cdn.meucatalogodigital.com/lojademo/319162-3.jpeg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/319162-3.jpeg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/203813/)
19:47:48	23070/23070	---M--	200	added ('OK')	image/jpg	etag:%2232789b2beccff9f6949f5665766c7ab0%22	https://cdn.meucatalogodigital.com/lojademo/319164-3.jpeg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/319164-3.jpeg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/203813/)
19:47:49	8197/8197	---M--	200	added ('OK')	image/jpg	etag:%225d5dbb0717bacab36046587bc33240a4%22	https://cdn.meucatalogodigital.com/lojademo/119226-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/119226-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/83524/)
19:47:49	7570/7570	---M--	200	added ('OK')	image/jpg	etag:%220b4781b05d3a97b2a94ff5437cf61045%22	https://cdn.meucatalogodigital.com/lojademo/119227-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/119227-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/83524/)
19:47:50	53668/53668	---M--	200	added ('OK')	image/jpg	etag:%22f9bb47ca6a949cb19f0a65f09e1d52c9%22	https://cdn.meucatalogodigital.com/lojademo/243475-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/243475-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/155608/)
19:47:50	37088/37088	---M--	200	added ('OK')	image/jpg	etag:%22f9470e5c56140646a04a57208ee5d102%22	https://cdn.meucatalogodigital.com/lojademo/243476-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/243476-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/155608/)
19:47:52	88620/88620	---M--	200	added ('OK')	image/jpg	etag:%2247ce34bf70070f132da3bf305cd83c18%22	https://cdn.meucatalogodigital.com/lojademo/119231-3.jpg	C:/Os%20meus%20Sites/catalogo%20luna%20joias/cdn.meucatalogodigital.com/lojademo/119231-3.jpg	(from https://lojademo.meucatalogodigital.com/lojademo/produto/83526/)
19:47:52	261/261	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2022:47:52%20GMT	https://lojademo.meucatalogodigital.com/lojademo/404/	C:/Os%20meus%20Sites/catalogo%20luna%20joias/lojademo.meucatalogodigital.com/lojademo/404/index.html	(from https://lojademo.meucatalogodigital.com/lojademo/c/)
